Date,Close,High,Low,Open,Volume,Company
1/3/2022,182.6864624,184.62201273248718,176.7309136045216,178.46794867055303,5114995,INDHOTEL.NS
1/4/2022,183.13311767578125,186.3094072,181.29681748360758,183.62941338763972,4651684,INDHOTEL.NS
1/5/2022,180.7012787,183.67905307252795,179.75831982677076,182.63682900827763,3155809,INDHOTEL.NS
1/6/2022,185.2175750732422,185.9620186786077,177.67387381390722,177.72350641674703,5259513,INDHOTEL.NS
1/7/2022,184.96942138671875,187.0538543287317,181.89238185636285,187.0538543287317,3454412,INDHOTEL.NS
1/10/2022,193.20791625976562,195.04421646801626,182.63682356292617,182.63682356292617,10494070,INDHOTEL.NS
1/11/2022,195.59014892578125,196.53310777738258,189.88274806860977,191.52051790845718,5588615,INDHOTEL.NS
1/12/2022,206.70716857910156,207.65012742342296,196.48347365864558,197.52569770584014,13520393,INDHOTEL.NS
1/13/2022,208.94049072265625,209.7841994750829,204.87085990444038,207.45160361536892,6360773,INDHOTEL.NS
1/14/2022,209.13900756835938,212.36492965873384,206.01235067752438,206.3597485844266,4035525,INDHOTEL.NS
1/17/2022,207.4019775390625,211.17382802530236,206.70716656295753,208.89086469317743,3557863,INDHOTEL.NS
1/18/2022,205.8138427734375,212.414569843453,204.47383826052018,208.6427193124112,6202115,INDHOTEL.NS
1/19/2022,205.91310119628906,207.3523558250187,201.3471894380522,205.81385113491635,2503569,INDHOTEL.NS
1/20/2022,207.8982696533203,208.94049367228317,204.27531703273948,205.9130868155789,2400231,INDHOTEL.NS
1/21/2022,204.8212432861328,209.7345677310709,202.240499564679,207.4516044614376,3341819,INDHOTEL.NS
1/24/2022,193.803466796875,205.8138285439924,189.783468681799,203.48123274447823,5947982,INDHOTEL.NS
1/25/2022,196.38421630859375,198.0716186745703,189.43607644631388,192.56273332604266,6793399,INDHOTEL.NS
1/27/2022,199.2130889892578,201.49605221592668,192.71161235412742,193.55532109411678,3737985,INDHOTEL.NS
1/28/2022,205.7642059326172,210.23086735599205,200.5034683381604,201.99235547928532,7077893,INDHOTEL.NS
1/31/2022,214.0027313232422,216.88124058622626,206.9553256852548,206.9553256852548,7624838,INDHOTEL.NS
2/1/2022,220.95086669921875,222.14197343093747,210.92568682028642,217.37753135831872,11465922,INDHOTEL.NS
2/2/2022,216.93087768554688,224.87160977088746,215.4916230242278,218.37013234686597,10503819,INDHOTEL.NS
2/3/2022,217.2286376953125,219.21382052955528,215.29307231533136,217.37752034958348,4093071,INDHOTEL.NS
2/4/2022,214.9456787109375,219.0649271161794,212.41456751744545,219.01529451518087,3629097,INDHOTEL.NS
2/7/2022,210.2308807373047,216.93087329882522,209.43680451567934,215.6901339355807,3697144,INDHOTEL.NS
2/8/2022,209.28790283203125,212.26567703322263,205.91308298323534,211.5212334829248,2914711,INDHOTEL.NS
2/9/2022,211.12420654296875,214.05234840445343,210.03236499322986,210.42939553027236,3545796,INDHOTEL.NS
2/10/2022,213.65530395507812,214.89604323472435,209.13900994801728,212.11678421916818,2830030,INDHOTEL.NS
2/11/2022,205.06939697265625,213.2086437281046,203.72939247421183,212.41456754923914,4362462,INDHOTEL.NS
2/14/2022,193.65460205078125,200.50347714239726,191.57015390337958,199.46125306869644,5714424,INDHOTEL.NS
2/15/2022,204.47384643554688,205.3671727160453,192.66201379198526,195.54052304758608,3357223,INDHOTEL.NS
2/16/2022,203.33236694335938,208.19605904633502,201.79384714890995,206.4093913865145,3619273,INDHOTEL.NS
2/17/2022,207.7493896484375,209.93308776865547,204.82124795457182,205.31754367033696,5603756,INDHOTEL.NS
2/18/2022,205.51605224609375,208.84122434617169,204.82124129575976,207.25308719480012,2200268,INDHOTEL.NS
2/21/2022,203.43161010742188,208.990128161644,202.1412382220764,205.21827770668924,3543538,INDHOTEL.NS
2/22/2022,202.93531799316406,205.11901614400603,197.6249628474511,198.56792169148017,4734973,INDHOTEL.NS
2/23/2022,203.28273010253906,208.9404982858822,201.39679727759574,206.409387082724,6741250,INDHOTEL.NS
